bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
108551,Typical volume of chloroplast,Typical volume,chloroplast,Plants,,,,Î¼m^3,,,,Cell organelles,,'~30
108553,Maximum hydrostatic pressure across tonoplast that a spherical vacuole 14Î¼m in radius can sustain before rupturing,Maximum hydrostatic pressure across tonoplast that a spherical vacuole 14Î¼m in radius can sustain before rupturing,,Plants,0.0005,,,MPa,0.0005,,,Cell organelles,0.0005,
108720,Dimensions of representative Brassica rapa and Arabidopsis thaliana siliques,Dimensions,representative Brassica rapa and Arabidopsis thaliana siliques,Plants,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Dimensions%20of%20representative%20Brassica%20rapa%20and%20Arabidopsis%20thaliana%20siliques.pdf
110276,Genome size data available in land plants as of 2013,Genome size data available in land plants as,2013,Plants,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Genome%20size%20data%20available%20in%20land%20plants%20as%20of%202012.pdf
110349,Mean volume per cell ('000µm^3) of different cell types in plant parts of eight forage species,Mean volume per cell ('000µm^3),different cell types in plant parts of eight forage species,Plants,,,,'000µm^3,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Mean%20volume%20per%20cell%20('000%20lm%5E3)%20of%20different%20cell%20types%20in%20plant%20parts%20of%20eight%20forage%20species.pdf
110350,Mean diameter and length (µm) of cells of different types in plant parts of eight forage species,Mean diameter and length (µm),cells of different types in plant parts of eight forage species,Plants,,,,µm,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Mean%20diameter%20and%20length%20(lm)%20of%20cells%20of%20different%20types%20in%20plant%20parts%20of%20eight%20forage%20species.pdf
113532,Meristem length,Length,meristem,Plants,,,,mm,,,,Other,,'root meristem ~5mm: shoot meristem ~10mm
113543,Average genome size,Size,average genome,Plants,,,,,,,,Other,,'angiosperms 588 Mbp: gymnosperms 15.48 Gbp
113560,Dimensions of mature sepal,Dimensions,mature sepal,Plants,,,,,,,,Other,,'length ~2mm: width 1mm: thickness <50µm
115369,Size of bacterial aggregates in plants,Size,bacterial aggregates in plants,Plants,,,,bacterial cells,,,,Other,,"'>1,000"
102127,Genome size,Size,genome,Plasmodium falciparum,22.8,,,Mb,22.8,,,Other,22.8,
102565,Length of centimorgan,Length,centimorgan,Plasmodium falciparum,17000.0,,,bp,17000.0,,,Tissues & organs,17000,
111324,Genome size,Size,genome,Poliovirus,7410.0,,,nucleotides,7410.0,,,Other,7410,
106468,Size of genome,Size,genome,Porcine circovirus (PCV),1.76,,,kb,1.76,,,Other,1.76,
106467,Size of capsid,Size,capsid,Porcine circovirus type 1 (PCV-1),17.0,,,nm,1.7e-08,,,Other,17,
113516,Burst size,Size,burst,Prasinovirus,,,,virions/burst,,,,Other,,'<100
106096,Diameter of pore in carboxysome shell protein CsoS1D,Diameter,pore in carboxysome shell protein CsoS1D,Prochlorococcus,14.0,,,Å,14.0,,,Small molecules & proteins,14,
109017,Diameter of largest virus-like particles found in the food vacuole of Phaeodarian radiolarians,Diameter,largest virus-like particles found in the food vacuole of Phaeodarian radiolarians,Protist Phaeodarian radiolarians,,,,nm,,,,Cell organelles,,'â¤750
107971,Volume of dinoflagellate species analyzed,Volume,dinoflagellate species analyzed,Protists,,180.0,279.0,Î¼m^3,,1.8000000000000002e-16,2.79e-16,Other,,"'180 to 279,000 Table link - http://bionumbers.hms.harvard.edu/files/Linear%20dimensions%20and%20volume%2C%20C%20and%20N%20quota%2C%20density%20%2C%20and%20C-N%20ratios%20of%20dinoflagellate%20species%20analyzed%20in%20this%20study.pdf"
107957,Slope of log carbon versus log volume for 8 protists,Slope,log carbon versus log volume for 8 protists,Protists,0.67,0.6,0.73,,,,,Other,0.67,'0.60 to 0.73
107958,Slope of log cellular heat production versus log surface area,Slope,log cellular heat production versus log surface area,Protists,1.057,,,log(pW/cell)/log(Î¼m^2),1.057,,,Cells,1.057,'±0.12
115628,Diameter of bacteria which B. saltans can ingest,Diameter,bacteria which B. saltans can ingest,Protozoa Bodo saltans,,,,µm,,,,Other,,'<3
115654,Length of bacterial cells Cyclidium spp. have difficulty feeding on,Length,bacterial cells Cyclidium spp. have difficulty feeding on,Protozoa Cyclidium spp.,,4.0,5.0,µm,,4e-06,4.9999999999999996e-06,Cells,,'>4 - 5
117077,Dimensions of pear-shaped trophozoite,Dimensions,pear-shaped trophozoite,Protozoa Giardia lamblia,,12.0,15.0,µm,,1.2e-05,1.4999999999999999e-05,Other,,'length 12-15µm: width 5-9µm
100278,Genome Size,Size,genome,Pufferfish Fugu rubripes,400000000.0,,,Base pairs,400000000.0,,,Other,400000000,
116929,Volume of alveolar macrophage (AM) in normal rat,Volume,alveolar macrophage (AM) in normal rat,Rat Rattus norvegicus,1170.0,400.0,5000.0,µm^3,1.17e-15,4.0000000000000004e-16,5e-15,Other,1170,'400 - 5000
107662,Size of cup-shaped porosomes on astrocytes,Size,cup-shaped porosomes on astrocytes,Rat Rattus norvegicus,,10.0,15.0,nm,,1e-08,1.5000000000000002e-08,Other,,'10 to 15
107021,Size of tubular segments of cristae in the rat-liver mitochondria,Size,tubular segments of cristae in the rat-liver mitochondria,Rat Rattus norvegicus,,30.0,40.0,nm,,3.0000000000000004e-08,4e-08,Cell organelles,,'30 to 40nm in diameter: up to several hundred nm long
107573,Diameter of large and small dense-core vesicles,Diameter,large and small dense-core vesicles,Rat Rattus norvegicus,,90.0,120.0,nm,,9.000000000000001e-08,1.2000000000000002e-07,Cell organelles,,'90 to 120 large dense-core vesicles: ~80 small dense-core vesicles
107663,Diameter of membrane-bound secretory vesicles that dock at porosome,Diameter,membrane-bound secretory vesicles that dock at porosome,Rat Rattus norvegicus,,0.2,1.2,Î¼m,,2e-07,1.2e-06,Cell organelles,,'0.2 to 1.2
108931,Size of PC12 pheochromocytoma cell,Size,PC12 pheochromocytoma cell,Rat Rattus norvegicus,,9.0,13.0,Î¼m,,9e-06,1.3e-05,Cells,,'9 to 13 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108936,Size of neural stem cell,Size,neural stem cell,Rat Rattus norvegicus,,11.0,13.0,Î¼m,,1.1e-05,1.3e-05,Cells,,'11 to 13 Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
108906,Diameter of PC-12 adrenal gland cell,Diameter,PC-12 adrenal gland cell,Rat Rattus norvegicus,,12.0,14.0,Î¼m,,1.2e-05,1.4e-05,Cells,,'12 to 14
100928,mitochondria volume share in the cell,mitochondria volume share in the cell,,Rat Rattus norvegicus,,8.0,38.0,%,,8.0,38.0,Cell organelles,,'8-38
115800,Length of disordered regions in many metal-binding proteins,Length,disordered regions in many metal-binding proteins,Rat Rattus norvegicus,,30.0,50.0,residues (amino acids),,30.0,50.0,Small molecules & proteins,,'~30-50
102197,Developmental stages including approximate age and size,Size,developmental stages including approximate age and,Rat Rattus norvegicus,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/28developmentalstagesIIrat.pdf
102775,Diameter of a synaptic vesicle,Diameter,a synaptic vesicle,Rat Rattus norvegicus,41.6,,,nm,4.16e-08,,,Cell organelles,41.6,'±8.4
102776,Inner aqueous volume of a synaptic vesicle,Inner aqueous volume,a synaptic vesicle,Rat Rattus norvegicus,2.0,,,µm^3,2e-18,,,Cell organelles,2E-05,
102784,Length of fully assembled core complex of R-SNARE,Length,fully assembled core complex of R-SNARE,Rat Rattus norvegicus,12.0,,,nm,1.2000000000000002e-08,,,Other,12,
102928,Red blood cell diameter,Diameter,red blood cell,Rat Rattus norvegicus,6.5,,,µm,6.5e-06,,,Cells,6.5,
103199,Cerebellum proportion out of central nervous system (by volume),Cerebellum proportion out,central nervous system (by volume),Rat Rattus norvegicus,10.0,,,%,10.0,,,Other,10,
103200,Spinal cord proportion out of central nervous system (by volume),Spinal cord proportion out,central nervous system (by volume),Rat Rattus norvegicus,35.0,,,Percent,35.0,,,Other,35,
103201,Cerebral cortex proportion out of central nervous system (by volume),Cerebral cortex proportion out,central nervous system (by volume),Rat Rattus norvegicus,31.0,,,%,31.0,,,Other,31,
103956,Alveolar type I cell volume,Volume,alveolar type i cell,Rat Rattus norvegicus,716.0,,,µm^3,7.160000000000001e-16,,,Cells,716,'±84
103957,Alveolar macrophage diameter,Diameter,alveolar macrophage,Rat Rattus norvegicus,14.1,,,µm,1.4099999999999999e-05,,,Other,14.1,'±0.4
103958,Alveolar type I cell diameter,Diameter,alveolar type i cell,Rat Rattus norvegicus,11.1,,,µm,1.1099999999999999e-05,,,Cells,11.1,'±0.7
104261,Diameter of hepatocyte nucleus,Diameter,hepatocyte nucleus,Rat Rattus norvegicus,8.0,,,µm,8e-06,,,Nuclei,8,
104616,Volume of hepatocyte,Volume,hepatocyte,Rat Rattus norvegicus,,,,Î¼m^3,,,,Other,,"'~7,000"
105705,"Length, width and volume of cardiac myocytes","Length, width and volume",cardiac myocytes,Rat Rattus norvegicus,,,,,,,,Other,,'table link - http://bionumbers.hms.harvard.edu/files/Length%2C%20width%20and%20volume%20of%20rat%20cardiac%20myocytes.pdf
107136,Volume of mitochondrion,Volume,mitochondrion,Rat Rattus norvegicus,0.27,,,Î¼m^3,2.7000000000000006e-19,,,Other,0.27,'Table link - http://bionumbers.hms.harvard.edu/files/Structural%20and%20Functional%20Characteristics%20of%20the%20average%20isolated%20mitochondrion.pdf
107308,Volume of mesangial cell,Volume,mesangial cell,Rat Rattus norvegicus,3137.4,,,fL,3.1374000000000005e-15,,,Cells,3137.4,'±62.1
107423,Chain lengths of fatty acids in rat liver membranes,Chain lengths,fatty acids in rat liver membranes,Rat Rattus norvegicus,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Chain%20lengths%20of%20fatty%20acids%20in%20rat%20liver%20membranes.jpg
107669,"Adipocyte volume, insulin binding, internalization and degradation and insulin receptor down-regulation in adipocytes","Adipocyte volume, insulin binding, internalization and degradation and insulin receptor down-regulation in adipocytes",,Rat Rattus norvegicus,,,,,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/ADIPOCYTE%20VOLUME%2C%20INSULIN%20BINDING%2C%20INTERNALIZATION%20AND%20DEGRADATION%20AND%20INSULIN%20RECEPTOR%20DOWN-REGULATION%20IN%20ADIPOCYTES.pdf
107876,Determination of adipose cell size in eight epididymal fat pads by four methods,Determination,adipose cell size in eight epididymal fat pads by four methods,Rat Rattus norvegicus,,,,Î¼g of lipid/cell,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Determination%20of%20adipose%20cell%20size%20in%20eight%20epididymal%20fat%20pads%20by%20four%20methods.pdf
108243,Volume of cardiomyocyte,Volume,cardiomyocyte,Rat Rattus norvegicus,,,,Î¼m^3,,,,Other,,'15.6±0.5Ñ10^3
108886,Diameter of fetal neuronal stem cell from brain,Diameter,fetal neuronal stem cell from brain,Rat Rattus norvegicus,11.0,,,Î¼m,1.1e-05,,,Cells,11,
108933,Size of whole blood cell,Size,whole blood cell,Rat Rattus norvegicus,4.6,,,Î¼m,4.599999999999999e-06,,,Cells,4.6,'Table link - http://bionumbers.hms.harvard.edu/files/Sizes%20of%20various%20cells.pdf
109191,Diameter of synaptic vesicle,Diameter,synaptic vesicle,Rat Rattus norvegicus,30.0,,,nm,3.0000000000000004e-08,,,Cell organelles,30,
109227,Volume of Î²-cell,Volume,Î²-cell,Rat Rattus norvegicus,1020.0,,,Î¼m^3,1.02e-15,,,Cells,1020,
110126,Size of megakaryocyte,Size,megakaryocyte,Rat Rattus norvegicus,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Megakaryocytic%20Size.pdf
111086,Volume of typical presynaptic varicosity,Volume,typical presynaptic varicosity,Rat Rattus norvegicus,,,,fL,,,,Other,,'~1
111274,Mean diameter of islet of Langerhans,Mean diameter,islet of Langerhans,Rat Rattus norvegicus,200.0,,,Î¼m,0.00019999999999999998,,,Other,200,
111275,Mean diameter of beta cell of islet of Langerhans,Mean diameter,beta cell of islet of Langerhans,Rat Rattus norvegicus,10.0,,,Î¼m,9.999999999999999e-06,,,Cells,10,
111660,Summed length of dendrites of a hippocampal pyramidal neuron,Summed length,dendrites of a hippocampal pyramidal neuron,Rat Rattus norvegicus,,,,µm,,,,Other,,"'~20,000"
111663,Hippocampal CA1 spine dimensions and correlations with synaptic (PSD) area,Area,hippocampal ca1 spine dimensions and correlations with synaptic (psd),Rat Rattus norvegicus,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Hippocampal%20CA1%20spine%20dimensions%20and%20correlations%20with%20synaptic%20(PSD)%20area.pdf
111664,Comparison of the dimensions of hippocampal CA1 dendritic spines with cerebellar dendritic spines,Comparison,the dimensions of hippocampal CA1 dendritic spines with cerebellar dendritic spines,Rat Rattus norvegicus,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Comparison%20of%20the%20dimensions%20of%20hippocampal%20CA1%20dendritic%20spines%20with%20cerebellar%20dendritic%20spines.pdf
115133,Mean linear red cell velocity for 100 cerebral capillaries 2-5 µm in diameter,Diameter,mean linear red cell velocity for 100 cerebral capillaries 2-5 µm in,Rat Rattus norvegicus,0.79,,,mm/sec,0.79,,,Cells,0.79,'±0.03
115135,Mean linear red cell velocity for the temporalis muscle in 34 arterioles and precapillaries not more than 5 µm in luminal diameter,Diameter,mean linear red cell velocity for the temporalis muscle in 34 arterioles and precapillaries not more than 5 µm in luminal,Rat Rattus norvegicus,2.43,,,mm/sec,2.43,,,Cells,2.43,'±0.08
115150,Volume of newly isolated hepatocyte,Volume,newly isolated hepatocyte,Rat Rattus norvegicus,6200.0,,,µm^3,6.2000000000000006e-15,,,Other,6200,
115312,Length of seminiferous epithelial cycle,Length,seminiferous epithelial cycle,Rat Rattus norvegicus,,,,days,,,,Other,,'during the first weeks of life â5 days: in adults 12.8
116925,Volume of PAM (Pulmonary Alveolar Macrophages),Volume,PAM (Pulmonary Alveolar Macrophages),Rat Rattus norvegicus,623.0,,,µm^3,6.230000000000001e-16,,,Other,623,
116930,Reported diameters (3 measurements) of PAM (Pulmonary Alveolar Macrophages),Reported diameters (3 measurements),PAM (Pulmonary Alveolar Macrophages),Rat Rattus norvegicus,,,,µm,,,,Other,,'10.5 µm: 11.5 µm: 9.8
117139,Estimated volume of water flow through an adult OHC (outer hair cell),Estimated volume,water flow through an adult OHC (outer hair cell),Rat Rattus norvegicus,,,,cm^2/sec,,,,Cells,,'~0.01
104844,Reovirus burst size in the algae Micromonas pusilla,Reovirus burst size in the algae Micromonas pusilla,,Reovirus MpRV (Micromonas pusilla ReoVirus),490.0,,,Virions/burst,490.0,,,Other,490,
105014,homology length in gene-targeting cassette,homology length in gene-targeting cassette,,Rice Oryza sativa,,6.2,13.1,Kb,,6.2,13.1,Other,,'13.1-6.2
105367,Average gene length,Length,average gene,Rice Oryza sativa,2.7,,,kbp,2.7,,,Other,2.7,
117134,Diameter of particles of cytoskeletal elements and submembranous endoplasmic reticula found in a dense array at the lateral membrane of OHCs (outer hair cells) of cochlea,Diameter,particles of cytoskeletal elements and submembranous endoplasmic reticula found in a dense array at the lateral membrane of OHCs (outer hair cells) of cochlea,Rodent,,8.0,10.0,nm,,8e-09,1e-08,Cell organelles,,'8 - 10
103820,Mean 3' UTR length,Length,mean 3' utr,Rodent,420.0,,,bp,420.0,,,Other,420,
110519,Fill volumes of mouse and rat stomach,Fill volumes,mouse and rat stomach,Rodent,,,,mL,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Fill%20volumes%20of%20mouse%20and%20rat%20stomach.pdf
106099,Diameter of Adult diarrhea rotavirus (ADRV),Diameter,Adult diarrhea rotavirus (ADRV),Rotavirus,70.0,,,nm,7e-08,,,Other,70,
112407,Total length of large and small intestines in body lengths,Total length,large and small intestines in body lengths,Ruminants,,,,body lengths,,,,Other,,'ox ~20 body lengths: sheep & goat 25 body lengths
101668,Virus diameter of SIV,Virus diameter,SIV,SIV,,110.0,140.0,nm,,1.1e-07,1.4e-07,Other,,'110-140
102377,Burst size,Size,burst,SIV,,4.0,5.5,virions per cell,,4.0,5.5,Other,,'4E4-5.5E4
103054,Shell volume of Simian virus 40,Shell volume,Simian virus 40,SIV,26600000.0,,,Å^3,2.66e-23,,,Other,26600000,'Table link - http://bionumbers.hms.harvard.edu/files/Solvent%20properties%20for%20several%20different%20macromolecules.jpg
109893,Diameter of capsid,Diameter,capsid,Satellite tobacco necrosis virus (STNV),18.4,,,nm,1.84e-08,,,Other,18.4,
101407,Volume of Nuclei in heart tissue,Volume,Nuclei in heart tissue,Scaphiopus holbrooki,197.0,,,um^3,1.9700000000000002e-16,,,Nuclei,197,
107676,Average size of mRNA molecules in sea urchin embryos,Average size,mRNA molecules in sea urchin embryos,Sea urchin,,,,kb,,,,Small molecules & proteins,,'~2.5
105517,Genome size,Size,genome,Sea urchin Strongylocentrotus purpuratus,814000000.0,,,bp,814000000.0,,,Other,814000000,
111381,diameter,diameter,,Sea urchin Strongylocentrotus purpuratus,0.08,,,mm,8e-05,,,Other,0.08,
106853,Surface area and volume of ram spermatozoa,Surface area and volume,ram spermatozoa,Sheep Ovis aries,,,,,,,,Other,,'135 Î¼m^2 surface area: 31.3 Î¼m^3 volume
116183,Dimensions of venom gland of largest venom glands in all spiders,Dimensions,venom gland of largest venom glands in all spiders,Spider (family Ctenidae) genus Phoneutria,,,,mm,,,,Other,,'â¤10.4 × 2.7 mm
116059,Body length of the smallest known female spider,Body length,the smallest known female spider,Spider Anapistula ataecina,0.43,,,mm,0.00043,,,Other,0.43,
104801,Volume of mitochondrion,Volume,mitochondrion,Spinach Spinacia oleracea,,0.1,1.6,Î¼m^3,,1.0000000000000001e-19,1.6000000000000002e-18,Other,,'0.1-1.6
104802,Surface area of mitochondrion,Surface area,mitochondrion,Spinach Spinacia oleracea,,0.5,0.8,µm^2,,5e-13,8e-13,Other,,'0.5-0.8
101272,Ring diameter of the F0 oligomer of ATPase,Ring diameter,the F0 oligomer of ATPase,Spinach Spinacia oleracea,,,,nm,,,,Other,,'7.4±0.3 one face 5.9±0.3 other face
101273,Inner ring diameter of the F0 oligomer of ATPase,Inner ring diameter,the F0 oligomer of ATPase,Spinach Spinacia oleracea,3.5,,,nm,3.5000000000000003e-09,,,Other,3.5,'+- 0.3
101276,Width of lipid bilayer,Width,lipid bilayer,Spinach Spinacia oleracea,4.1,,,nm,4.0999999999999995e-09,,,Other,4.1,'±0.2
103911,Outer diameter of light harvesting complex II trimer,Outer diameter,light harvesting complex II trimer,Spinach Spinacia oleracea,26.0,,,nm,2.6e-08,,,Other,26,
104369,Percent of chloroplast out of mesophyll cell volume,Percent,chloroplast out of mesophyll cell volume,Spinach Spinacia oleracea,16.0,,,%,16.0,,,Cell organelles,16,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104370,Percent of cytosol out of mesophyll cell volume,Percent,cytosol out of mesophyll cell volume,Spinach Spinacia oleracea,3.0,,,%,3.0,,,Cells,3,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104371,Percent of mitochondria volume out of total mesophyll cell volume,Percent,mitochondria volume out of total mesophyll cell volume,Spinach Spinacia oleracea,0.5,,,%,0.5,,,Cell organelles,0.5,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104372,Percent of nucleus out of total mesophyll cell volume,Percent,nucleus out of total mesophyll cell volume,Spinach Spinacia oleracea,0.3,,,%,0.3,,,Nuclei,0.3,'Table link - http://bionumbers.hms.harvard.edu/files/Subcellular%20compartments%20in%20a%20mesophyll%20cell%20and%20some%20of%20their%20functions.pdf
104798,Surface area of chloroplast,Surface area,chloroplast,Spinach Spinacia oleracea,68.0,,,µm^2,6.8e-11,,,Cell organelles,68,
104799,Surface area of thylakoid,Surface area,thylakoid,Spinach Spinacia oleracea,750.0,,,µm^2,7.5e-10,,,Other,750,
104800,Volume of chloroplast,Volume,chloroplast,Spinach Spinacia oleracea,31.0,,,µm^3,3.1000000000000005e-17,,,Cell organelles,31,
104803,Volume of peroxisome,Volume,peroxisome,Spinach Spinacia oleracea,0.9,,,um^3,9e-19,,,Other,0.9,
104804,Surface area of peroxisome,Surface area,peroxisome,Spinach Spinacia oleracea,4.4,,,Î¼m^2,4.400000000000001e-12,,,Other,4.4,
105956,Volumes of subcellular compartments in mesophyll and epidermal cells of fresh spinach leaf,Volumes,subcellular compartments in mesophyll and epidermal cells of fresh spinach leaf,Spinach Spinacia oleracea,,,,,,,,Cells,,'Table link - http://bit.ly/eFXaW7
110840,Volumes of subcellular compartments in spinach leaves,Volumes,subcellular compartments in spinach leaves,Spinach Spinacia oleracea,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20subcellular%20compartments%20in%20spinach%20leaves.pdf
113276,Size range (for information on largest sponge see Comments section),Size range (for information on largest sponge see Comments section),,Sponges phylum Porifera,,,,,,,,Other,,'a few millimeters to nearly 2 meters
110645,Average actin filament length in neuron,Average actin filament length in neuron,,Squid Loligo pealeii,0.55,,,Î¼m,5.5e-07,,,Other,0.55,'204 subunits (~370 subunits per micrometer)
102233,Diameter of follicle in graaffian stage,Diameter,follicle in graaffian stage,Syrian Hamster Mesocricetus auratus,640.0,,,µm,0.0006399999999999999,,,Other,640,'Graph link - http://bionumbers.hms.harvard.edu/files/Follicular%20Growth%20in%20Maturational%20Stages.pdf
102236,Diameter of oocyte in graaffian stage,Diameter,oocyte in graaffian stage,Syrian Hamster Mesocricetus auratus,79.0,,,µm,7.9e-05,,,Other,79,'Graph link - http://bionumbers.hms.harvard.edu/files/Oocyte%20Growth%20in%20Maturational%20Stages.pdf
106690,Volume of neuron in the medial preoptic nucleus (MPN mag),Volume,neuron in the medial preoptic nucleus (MPN mag),Syrian Hamster Mesocricetus auratus,2000.0,,,Î¼m^3,2e-15,,,Nuclei,2000,
112113,Average dimensions of neuronal soma of trigeminal mesencephalic nucleus in adult,Average dimensions,neuronal soma of trigeminal mesencephalic nucleus in adult,Syrian Hamster Mesocricetus auratus,,,,,,,,Nuclei,,"'diameter 34.1µm: surface area 3,651µm^2: cytoplasmic volume 20,569µm^3"
111384,diameter of the egg,diameter,the egg,Tergivelum baldwinae,1.5,,,mm,0.0015,,,Other,1.5,
101398,Volume of Nucleus,Volume,Nucleus,Tetrahymena pyriformis (GL),678.0,,,µm^3,6.780000000000001e-16,,,Nuclei,678,
114962,Cell volume at log phase,Cell volume at log phase,,Tetrahymena pyriformis (GL),7500.0,,,µm^3,7.500000000000001e-15,,,Cells,7500,
114963,Cell volume,Volume,cell,Tetrahymena pyriformis (GL),15230.0,,,µm^3,1.5230000000000002e-14,,,Cells,15230,"'±1,890"
114964,Cell volume,Volume,cell,Tetrahymena pyriformis (GL),19500.0,,,µm^3,1.9500000000000002e-14,,,Cells,19500,"'±2,865"
114966,Dimensions (assuming cell shape to be a prolate ellipsoid),Dimensions (assuming cell shape to be a prolate ellipsoid),,Tetrahymena thermophila,,,,µm,,,,Cells,,'a=0.25µm: b=0.1µm
114967,Average cell volume,Volume,average cell,Tetrahymena thermophila,15000.0,,,µm^3,1.5000000000000002e-14,,,Cells,15000,
105632,Length of trichome cell,Length,trichome cell,Thale cress Arabidopsis thaliana,,300.0,500.0,µm,,0.0003,0.0005,Cells,,'300-500
107713,Length of telomeric repeat arrays,Length,telomeric repeat arrays,Thale cress Arabidopsis thaliana,,2.5,5.0,kbp,,2.5,5.0,Other,,'2.5 to 5.0
105016,Homology length in gene-targeting cassette,Homology length in gene-targeting cassette,,Thale cress Arabidopsis thaliana,,3.7,4.6,Kb,,3.7,4.6,Other,,'3.7-4.6
100824,Epidermis leaf cross sectional cell size,Size,epidermis leaf cross sectional cell,Thale cress Arabidopsis thaliana,850.0,,,µm^2,8.5e-10,,,Cells,850,
100825,Mesophyll leaf cross sectional cell size,Size,mesophyll leaf cross sectional cell,Thale cress Arabidopsis thaliana,1335.0,,,µm^2,1.335e-09,,,Cells,1335,
100830,Mean cross sectional size of starch grains in leaf cells,Mean cross sectional size,starch grains in leaf cells,Thale cress Arabidopsis thaliana,4.4,,,µm^2,4.400000000000001e-12,,,Cells,4.4,
100832,Mean cross sectional size of plastids in leaf cells,Mean cross sectional size,plastids in leaf cells,Thale cress Arabidopsis thaliana,49.0,,,µm^2,4.9e-11,,,Cells,49,
102564,Length of centimorgan,Length,centimorgan,Thale cress Arabidopsis thaliana,217000.0,,,bp,217000.0,,,Tissues & organs,217000,
104000,Genome size measured by flow-cytometry,Genome size measured by flow-cytometry,,Thale cress Arabidopsis thaliana,157000000.0,,,base pairs,157000000.0,,,Other,157000000,
105370,Average gene length,Length,average gene,Thale cress Arabidopsis thaliana,2232.0,,,bp,2232.0,,,Other,2232,'Table link - http://tinyurl.com/2ab7gbn
105472,Original estimate of genome size,Original estimate,genome size,Thale cress Arabidopsis thaliana,125000000.0,,,bp,125000000.0,,,Other,125000000,
105918,Size of chloroplast genome,Size,chloroplast genome,Thale cress Arabidopsis thaliana,154478.0,,,bp,154478.0,,,Cell organelles,154478,
106449,Median protein length,Length,median protein,Thale cress Arabidopsis thaliana,356.0,,,Amino acids,356.0,,,Small molecules & proteins,356,'Table link - http://bionumbers.hms.harvard.edu/files/Median%20protein%20lengths%20in%20eukaryotic%2C%20bacterial%20and%20archaeal%20organisms.pdf
106637,Volume of nuclei from wild-type anther filament cells,Volume,nuclei from wild-type anther filament cells,Thale cress Arabidopsis thaliana,72.4,,,Î¼m^3,7.240000000000002e-17,,,Nuclei,72.4,'±7.5
107196,Summary of the relationship between nuclear DNA quantity and cell size for epidermal pavement cells,Summary,the relationship between nuclear DNA quantity and cell size for epidermal pavement cells,Thale cress Arabidopsis thaliana,,,,,,,,DNA/RNA structures,,'Table link - http://bionumbers.hms.harvard.edu/files/A%20Summary%20of%20the%20Relationship%20between%20Nuclear%20DMA%20Quantity%20and%20Cell%20Size%20for%20Epidermal%20Pavement%20Cells%20in%20Arabidopsis.pdf
107798,Average cortical cell length,Length,average cortical cell,Thale cress Arabidopsis thaliana,7.5,,,Î¼m,7.499999999999999e-06,,,Cells,7.5,'±0.4
107834,Dimensions of guard cells,Dimensions,guard cells,Thale cress Arabidopsis thaliana,,,,Î¼m,,,,Cells,,'20 length: 9 width
107836,Size and geometry of pavement cells at different stages of cotyledon development,Size and geometry,pavement cells at different stages of cotyledon development,Thale cress Arabidopsis thaliana,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Size%20and%20geometry%20of%20pavement%20cells%20at%20different%20stages%20of%20cotyledon%20development.pdf
109011,Volume of chloroplast occupied by starch,Volume,chloroplast occupied by starch,Thale cress Arabidopsis thaliana,15.0,,,%,15.0,,,Cell organelles,15,
110342,Mean surface area of individual guard cell,Mean surface area,individual guard cell,Thale cress Arabidopsis thaliana,280.0,,,µm^2,2.8e-10,,,Cells,280,
110343,Mean surface area of pavement cell,Mean surface area,pavement cell,Thale cress Arabidopsis thaliana,6680.0,,,µm^2,6.68e-09,,,Cells,6680,
111132,Dimensions of Shoot Apical Meristem (SAM),Dimensions,Shoot Apical Meristem (SAM),Thale cress Arabidopsis thaliana,,,,µm,,,,Other,,'diameter ~54µm: depth 23µm
111380,Genome size,Size,genome,Thale cress Arabidopsis thaliana,136000000.0,,,bp,136000000.0,,,Other,136000000,"'27,416 coding genes"
