bion_id,Properties,property_type,property_of,Organism,value,min_value,max_value,Units,standardized_value,standardized_min,standardized_max,category,original_value,original_range
113819,Average cellular and nuclear volume,Volume,average cellular and nuclear,Amoeba Proteus,,,,mm^3,,,,Nuclei,,'cell 0.497mm^3±3%: nucleus 0.00775mm^3±2%
113874,Average cell volume,Volume,average cell,Cyanobacteria Synechocystis PCC 6803,,,,fL or µm^3,,,,Cells,,'at growth rate 0.04/hour 5fL: at growth rate 0.11/hour 11fL
114012,Volume of pronucleus,Volume,pronucleus,Mouse Mus musculus,,,,pL,,,,Nuclei,,'in 1-cell stage embryo 8.24 ± 0.19: in blastocysts 0.69 ± 0.02
114049,Volume of cell in different stages of growth and media,Volume,cell in different stages of growth and media,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20of%20an%20E.%20coli%20cell%20in%20different%20stages%20of%20growth%20and%20media.pdf
114126,Volume of mammalian cell nucleus is larger than yeast nucleus or bacterial cell,Volume,mammalian cell nucleus is larger than yeast nucleus or bacterial cell,Various,,,,fold,,,,Nuclei,,"'~1,000"
114945,Volume of cell,Volume,cell,Budding yeast Saccharomyces cerevisiae,,,,µm^3,,,,Cells,,'69µm^3 at growth rate 0.35h^-1: 52.6µm^3 averaged over seven growth rates
115152,Volume of erythrocyte,Volume,erythrocyte,Human Homo sapiens,,,,µm^3,,,,Other,,'â90
115183,Volume of eosinophil cell and nucleus,Volume,eosinophil cell and nucleus,Human Homo sapiens,,,,µm^3,,,,Nuclei,,'cell 206 µm^3: nucleus 37
115322,"Volume of cells at sub-seafloor deposits at Landsort Deep, Baltic Sea",Volume,"cells at sub-seafloor deposits at Landsort Deep, Baltic Sea",Bacteria Escherichia coli,,,,µm^3,,,,Cells,,'filtered 0.68µm^3: non-filtered 0.76
117347,"Volume of different cell compartments (average±standard deviation) obtained from serial ultrathin sectioning [OM=outer membrane, PM=plasma membrane]",Volume,"different cell compartments (average±standard deviation) obtained from serial ultrathin sectioning [OM=outer membrane, PM=plasma membrane]",Bacteria Escherichia coli,,,,Î¼m^3,,,,Cell organelles,,'Whole cell 1.16±0.2: OM 0.02±0 periplasm 0.23±0.07 PM 0.02±0 cytoplasm 0.92±0.16
105176,Volume and surface area of pancreatic cells and cellular organelles,Volume and surface area,pancreatic cells and cellular organelles,Guinea Pig Cavia porcellus,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20and%20surface%20area%20of%20cells%20and%20organelles%20in%20pancreas.pdf
105334,Volume fluctuations and empirical interfacial tensions of several proteins,Volume fluctuations and empirical interfacial tensions,several proteins,Unspecified,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%20fluctuations%20and%20empirical%20interfacial%20tensions%20of%20several%20proteins.pdf
100053,Volume occupied by LPS,Volume occupied by LPS,,Bacteria Escherichia coli,1.0,,,%,1.0,,,Cells,1,
100046,Volume occupied by all RNA,Volume occupied by all RNA,,Bacteria Escherichia coli,6.0,,,%,6.0,,,DNA/RNA structures,6,
100055,Volume occupied by glycogen,Volume occupied by glycogen,,Bacteria Escherichia coli,1.0,,,%,1.0,,,Cells,1,
100056,Volume occupied by ions,Volume occupied by ions,,Bacteria Escherichia coli,0.3,,,%,0.3,,,Cells,0.3,
100052,Volume occupied by lipid,Volume occupied by lipid,,Bacteria Escherichia coli,3.0,,,%,3.0,,,Cells,3,
100049,Volume occupied by mRNA,Volume occupied by mRNA,,Bacteria Escherichia coli,0.2,,,%,0.2,,,DNA/RNA structures,0.2,
100054,Volume occupied by murein,Volume occupied by murein,,Bacteria Escherichia coli,1.0,,,%,1.0,,,Cells,1,
100045,Volume occupied by protein,Volume occupied by protein,,Bacteria Escherichia coli,17.0,,,%,17.0,,,Small molecules & proteins,17,
100047,Volume occupied by rRNA,Volume occupied by rRNA,,Bacteria Escherichia coli,5.0,,,%,5.0,,,DNA/RNA structures,5,
100051,Volume occupied by ribosomes,Volume occupied by ribosomes,,Bacteria Escherichia coli,8.0,,,%,8.0,,,Cell organelles,8,
100057,Volume occupied by small organics,Volume occupied by small organics,,Bacteria Escherichia coli,1.0,,,%,1.0,,,Cells,1,
100048,Volume occupied by tRNA,Volume occupied by tRNA,,Bacteria Escherichia coli,0.8,,,%,0.8,,,DNA/RNA structures,0.8,
100044,Volume occupied by water,Volume occupied by water,,Bacteria Escherichia coli,70.0,,,%,70.0,,,Cells,70,'Table Link - http://bionumbers.hms.harvard.edu/files/Composition%20of%20an%20average%20E.%20coli%20B-r%20cell.pdf
107608,"Volume, growth and yield parameters of T. delbrueckii PYCC5321 and Td21-2n","Volume, growth and yield parameters",T. delbrueckii PYCC5321 and Td21-2n,Yeast Torulaspora delbrueckii,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Volume%2C%20growth%20and%20yield%20parameters%20of%20T.%20delbrueckii%20PYCC5321%20and%20Td21-2n.pdf
106715,Volumes of bacteria from different aquatic locations,Volumes,bacteria from different aquatic locations,bacteria,,0.11,0.41,Î¼m^3,,1.1000000000000002e-19,4.1e-19,Cells,,'0.11 to 0.41 table link - http://bionumbers.hms.harvard.edu/files/Volumes%20and%20element%20content%20of%20bacteria%20from%20different%20locations%20and%20cultures.pdf
102522,Volumes of RNA bases and amino acids,Volumes,RNA bases and amino acids,Generic,,,,,,,,Small molecules & proteins,,'Table link - http://bionumbers.hms.harvard.edu/files/Comparison%20of%20atomic%20volumes%20from%20RNA%20to%20protein.jpg
105956,Volumes of subcellular compartments in mesophyll and epidermal cells of fresh spinach leaf,Volumes,subcellular compartments in mesophyll and epidermal cells of fresh spinach leaf,Spinach Spinacia oleracea,,,,,,,,Cells,,'Table link - http://bit.ly/eFXaW7
106716,"Volumes of E. coli and V. natriegens, respectively",Volumes,"E. coli and V. natriegens, respectively",bacteria,,,,Î¼m^3,,,,Cells,,'3.8 and 3.5 in growing phase: 0.7and0.4 in stationary phase table link - http://bionumbers.hms.harvard.edu/files/Volumes%20and%20element%20content%20of%20bacteria%20from%20different%20locations%20and%20cultures.pdf
108007,"Volumes of cellular, cytoplasmic and periplasmic water in E. coli as a function of the osmolarity of the growth medium",Volumes,"cellular, cytoplasmic and periplasmic water in E. coli as a function of the osmolarity of the growth medium",Bacteria Escherichia coli,,,,,,,,Cell organelles,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20cellular%2C%20cytoplasmic%20and%20periplasmic%20water%20in%20E.%20coli%20as%20a%20function%20of%20the%20osmolarity%20of%20the%20growth%20medium.pdf
110840,Volumes of subcellular compartments in spinach leaves,Volumes,subcellular compartments in spinach leaves,Spinach Spinacia oleracea,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20subcellular%20compartments%20in%20spinach%20leaves.pdf
113147,"Volumes of principal brain structures in boys and girls, right and left",Volumes,"principal brain structures in boys and girls, right and left",Human Homo sapiens,,,,cm^3,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20principal%20brain%20structures%20in%20boys%20and%20girls%2C%20right%20and%20left.pdf
113148,"Volumes of principal cerebral structures in boys and girls, right and left",Volumes,"principal cerebral structures in boys and girls, right and left",Human Homo sapiens,,,,cm^3,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20principal%20cerebral%20structures%20in%20boys%20and%20girls%2C%20right%20and%20left.pdf
115527,"Volumes of various body fluids and organs in the mouse, rat, rabbit, monkey, dog and human",Volumes,"various body fluids and organs in the mouse, rat, rabbit, monkey, dog and human",Mammals,,,,mL,,,,Tissues & organs,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20of%20various%20body%20fluids%20and%20organs%20in%20the%20mouse%2C%20rat%2C%20rabbit%2C%20monkey%2C%20dog%20and%20human.pdf
111022,Volumes absorbed by the small and large intestine per day,Volumes absorbed by the small and large intestine per day,,Human Homo sapiens,,,,,,,,Other,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20absorbed%20by%20the%20small%20and%20large%20intestine%20per%20day.pdf
106713,Volumes and element content of bacteria from different locations and cultures,Volumes and element content,bacteria from different locations and cultures,bacteria,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20and%20element%20content%20of%20bacteria%20from%20different%20locations%20and%20cultures.pdf
108420,Volumes inaccessible to taurine and water in E.coli grown in MBM as a function of the osmolarity of the growth medium,Volumes inaccessible to taurine and water in E.coli grown in MBM as a function,the osmolarity of the growth medium,Bacteria Escherichia coli,,,,Î¼l/mg dry weight,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumes%20inaccessible%20to%20taurine%20and%20water%20in%20E.coli%20grown%20in%20MBM%20as%20a%20function%20of%20the%20osmolarity%20of%20the%20growth%20medium.pdf
108294,Volumetric measurement of cells and cell components,Volumetric measurement,cells and cell components,Budding yeast Saccharomyces cerevisiae,,,,Î¼m^3,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Volumetric%20measurement%20of%20S.%20cerevisiae%20cells%20and%20cell%20components.pdf
107846,Water-accessible volumes (mL H2O/mg DW) of the cell and compartments of growing cells and of centrifugally harvested suspensions,Water-accessible volumes (mL H2O/mg DW),the cell and compartments of growing cells and of centrifugally harvested suspensions,Bacteria Escherichia coli,,,,,,,,Cells,,'Table link - http://bionumbers.hms.harvard.edu/files/Water-accessible%20volumes%20(mL%20H2O-mg%20DW)%20of%20the%20cell%20and%20compartments%20of%20growing%20cells%20and%20of%20centrifugally%20harvested%20suspensions.pdf
100927,mitochondria volume share in the cell,mitochondria volume share in the cell,,Human Homo sapiens,13.0,,,%,13.0,,,Cell organelles,13,
100930,mitochondria volume share in the cell,mitochondria volume share in the cell,,Cod,,1.0,25.0,%,,1.0,25.0,Cell organelles,,'1-25
100928,mitochondria volume share in the cell,mitochondria volume share in the cell,,Rat Rattus norvegicus,,8.0,38.0,%,,8.0,38.0,Cell organelles,,'8-38
